model,dataset,metric,rmin,rmax,is_canon,pearson,spearman,kendalltau,n_corr
opus47,newsroom,flu,1,5,True,0.604004,0.59921,0.511436,60
opus47,newsroom,flu,0,10,False,0.598727,0.599566,0.498954,60
opus47,newsroom,flu,0,100,False,0.625392,0.60434,0.514774,60
opus47,newsroom,inf,0,1,False,0.652492,0.572417,0.482883,60
opus47,newsroom,inf,1,3,False,0.629872,0.580356,0.504622,60
opus47,newsroom,inf,1,5,True,0.615859,0.597301,0.517115,60
opus47,newsroom,inf,0,10,False,0.651152,0.594391,0.499622,60
opus47,newsroom,inf,0,100,False,0.678504,0.598506,0.503923,60
opus47,newsroom,rel,0,1,False,0.645604,0.55251,0.472057,60
opus47,newsroom,rel,1,3,False,0.559381,0.504528,0.447946,60
opus47,newsroom,rel,1,5,True,0.617432,0.568768,0.509984,60
opus47,newsroom,rel,0,10,False,0.624672,0.576485,0.4931,60
opus47,newsroom,rel,0,100,False,0.667738,0.570998,0.485237,60
opus47,tc,coh,0,1,True,0.697362,0.6932,0.622306,50
opus47,tc,coh,1,3,False,0.670712,0.658,0.599589,50
opus47,tc,coh,1,5,False,0.618468,0.667189,0.611746,50
opus47,tc,coh,0,10,False,0.669533,0.646578,0.56827,50
opus47,tc,coh,0,100,False,0.683008,0.679443,0.601374,50
opus47,tc,eng,0,1,False,0.818269,0.797666,0.720912,50
opus47,tc,eng,1,3,True,0.806358,0.799477,0.725353,50
opus47,tc,eng,1,5,False,0.783501,0.781327,0.708082,50
opus47,tc,eng,0,10,False,0.779362,0.764723,0.681269,50
opus47,tc,eng,0,100,False,0.829251,0.787483,0.697452,50
opus47,tc,gro,0,1,True,0.857822,0.808668,0.748903,50
opus47,tc,gro,1,3,False,0.851777,0.822947,0.780376,49
opus47,tc,gro,1,5,False,0.81002,0.818458,0.777364,49
opus47,tc,gro,0,10,False,0.866999,0.810487,0.751188,50
opus47,tc,gro,0,100,False,0.853238,0.807287,0.744757,50
opus47,tc,nat,0,1,False,0.726971,0.713211,0.623261,50
opus47,tc,nat,1,3,True,0.687886,0.664979,0.587933,50
opus47,tc,nat,1,5,False,0.701365,0.679858,0.602811,50
opus47,tc,nat,0,10,False,0.644257,0.658338,0.574095,50
opus47,tc,nat,0,100,False,0.716447,0.68049,0.591352,50
opus47,wp_a,coh,0,1,False,0.604451,0.628005,0.502944,399
opus47,wp_a,coh,1,3,False,0.603161,0.616414,0.484741,400
opus47,wp_a,coh,1,5,True,0.555078,0.592194,0.463914,400
opus47,wp_a,coh,0,10,False,0.576205,0.605899,0.473651,400
opus47,wp_a,coh,0,100,False,0.574777,0.607786,0.471187,400
opus47,wp_a,enj,0,1,False,0.475253,0.520232,0.408227,400
opus47,wp_a,enj,1,3,False,0.494112,0.529375,0.417985,400
opus47,wp_a,enj,1,5,True,0.501665,0.530205,0.419047,400
opus47,wp_a,enj,0,10,False,0.449204,0.529447,0.413188,400
opus47,wp_a,enj,0,100,False,0.47565,0.539371,0.41588,397
opus47,wp_a,gra,0,1,False,0.515848,0.505142,0.412212,400
opus47,wp_a,gra,1,3,False,0.544814,0.550204,0.433389,400
opus47,wp_a,gra,1,5,True,0.519589,0.521503,0.417431,400
opus47,wp_a,gra,0,10,False,0.497336,0.518517,0.407126,400
opus47,wp_a,gra,0,100,False,0.517565,0.51777,0.405281,400
opus47,wp_a,rel,0,1,False,0.642901,0.66111,0.519875,400
opus47,wp_a,rel,1,3,False,0.603901,0.609614,0.484023,400
opus47,wp_a,rel,1,5,True,0.612081,0.637106,0.510056,400
opus47,wp_a,rel,0,10,False,0.615525,0.66356,0.526109,399
opus47,wp_a,rel,0,100,False,0.641409,0.660254,0.506556,400
