judge,dataset,metric,fraction,sel_spearman,canon_spearman,delta_spearman,test_oracle_regret,pick_canonical_rate,canonical_range,calib_size,n_units
llama31_8b,wp_a,enj,0.5,0.143,0.17,-0.027,0.0594,0.254,1_5,190,380
llama31_8b,wp_a,gra,0.1,0.3432,0.347,-0.0037,0.0382,0.189,1_5,39,393
llama31_8b,wp_a,gra,0.2,0.35,0.3476,0.0024,0.0318,0.163,1_5,79,393
llama31_8b,wp_a,gra,0.3,0.3534,0.3472,0.0062,0.029,0.171,1_5,118,393
llama31_8b,wp_a,gra,0.4,0.3561,0.3476,0.0085,0.0289,0.132,1_5,157,393
llama31_8b,wp_a,gra,0.5,0.3559,0.348,0.0079,0.0315,0.1,1_5,196,393
llama31_8b,wp_a,rel,0.1,0.4531,0.3898,0.0633,0.0367,0.072,1_5,40,397
llama31_8b,wp_a,rel,0.2,0.4581,0.3888,0.0692,0.03,0.029,1_5,79,397
llama31_8b,wp_a,rel,0.3,0.4685,0.3901,0.0784,0.0204,0.011,1_5,119,397
llama31_8b,wp_a,rel,0.4,0.4738,0.3882,0.0856,0.0148,0.005,1_5,159,397
llama31_8b,wp_a,rel,0.5,0.4794,0.3882,0.0912,0.0093,0.0,1_5,198,397
